"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSBTAG00000059261",145.045706658377,-1.36939685865375,0.401649658328224,-3.4094311553844,0.000650985061662767,0.00205895225164181,"ENSBTAG00000059261"
"ENSBTAG00000059265",43.3156157801552,0.137386719173917,0.558088340220369,0.246173785174706,0.805547707620055,0.861352079641837,"ENSBTAG00000059265"
"ENSBTAG00000059287",291.639926625116,0.19511463351743,0.187192287420318,1.0423219685292,0.297262430448473,0.408404292365878,"ENSBTAG00000059287"
"ENSBTAG00000059288",26.0646380523805,0.508531575848317,1.18838885260192,0.427916817576092,0.668711682563553,0.754771968108759,"ENSBTAG00000059288"
"ENSBTAG00000059312",8623.87771269238,-0.80943677079585,0.132306499685285,-6.11789120505222,9.48217646799893e-10,9.06297956736976e-09,"ENSBTAG00000059312"
"ENSBTAG00000059314",709.154719645786,-0.789374502309351,0.233329714256028,-3.38308605411134,0.000716761693912817,0.00224005770973842,"ENSBTAG00000059314"
"ENSBTAG00000059315",472.973941190226,0.80939793681589,0.209476702655356,3.86390432232248,0.000111588944502009,0.000418947967077718,"ENSBTAG00000059315"
"ENSBTAG00000059326",18.5899145747518,0.59021649966532,0.570422405428082,1.03470076569377,0.300808678356375,0.412244694771257,"ENSBTAG00000059326"
"ENSBTAG00000059330",35.1753498005322,-0.48289321327136,0.603452127831087,-0.800217931133929,0.423584542556871,0.537991996209944,"AKAP5"
"ENSBTAG00000059334",1318.92430524816,0.441723604561103,0.325386684108468,1.35753436183594,0.174611482922265,0.266164986523786,"ENSBTAG00000059334"
"ENSBTAG00000059345",37.1054696368536,0.330061274114265,0.425857847536367,0.775050350777154,0.438309907755343,0.552250363767983,"ENSBTAG00000059345"
"ENSBTAG00000059358",61.3889620035714,0.458040388515335,0.452334437435343,1.01261445206857,0.311244354078075,0.423923539869447,"ENSBTAG00000059358"
"ENSBTAG00000059369",78.1955986912582,-0.07860653754201,0.317045238163262,-0.247934767913252,0.80418487867546,0.860623688604539,"ENSBTAG00000059369"
"ENSBTAG00000059372",110.551422827631,-0.505002205646953,0.397059173724156,-1.27185628507298,0.203424186331432,0.30156554850542,"ENSBTAG00000059372"
"ENSBTAG00000059381",12.1682435889642,-0.710104918756287,0.59320122453123,-1.19707257738289,0.23127826741779,0.33518358636559,"ENSBTAG00000059381"
"ENSBTAG00000059387",299.796883363319,-1.07740663707154,0.276683593571576,-3.89400261563693,9.86035853927045e-05,0.000374089203476048,"ENSBTAG00000059387"
"ENSBTAG00000059390",108.727043391914,-3.06923154734525,2.06652531940644,-1.48521361849407,0.137487245597446,0.219763762870408,"ENSBTAG00000059390"
"ENSBTAG00000059395",16.4354284714976,0.608541327134243,0.638645816679636,0.952861995241889,0.340659998138043,0.454861795314184,"ENSBTAG00000059395"
"ENSBTAG00000059398",154.269290281909,-0.155242471010921,0.299479108370806,-0.518374960628989,0.604196681384382,0.70193110960243,"ENSBTAG00000059398"
"ENSBTAG00000059424",14.0578613890198,1.01720654884306,1.13557669921684,0.895762082424361,0.370379845099984,0.485086248172825,"ENSBTAG00000059424"
"ENSBTAG00000059429",66.582689395783,0.944186636992185,0.437205399863042,2.15959509486378,0.030804028487896,0.0622589504863415,"ENSBTAG00000059429"
"ENSBTAG00000059434",82.6686397606866,2.33911990838724,2.11611659934392,1.10538328044516,0.268993545376456,0.376865568566704,"ENSBTAG00000059434"
"ENSBTAG00000059467",50.9552704046725,-0.230522843328754,0.431623102017392,-0.534083653658245,0.593283658608291,0.693112308477419,"ENSBTAG00000059467"
"ENSBTAG00000059474",84.4029112989267,-2.04293918782323,0.403615899857443,-5.06159244109263,4.15769063189994e-07,2.50812240412655e-06,"ENSBTAG00000059474"
"ENSBTAG00000059477",15.3349960618617,0.852440856770334,0.605335045886049,1.40821329041438,0.159067921993295,0.246973878884327,"ENSBTAG00000059477"
"ENSBTAG00000059489",35.9921844574977,-0.410801518057315,0.408748776811968,-1.00502201195893,0.314886250740647,0.427592364148356,"ENSBTAG00000059489"
"ENSBTAG00000059501",253.638830397362,0.382861740923892,0.327981804095672,1.16732616304596,0.24307867683742,0.348802292732045,"ENSBTAG00000059501"
"ENSBTAG00000059515",12.7469872024848,1.29037794817369,0.793343443988635,1.62650609638387,0.103842037533898,0.174349676316888,"ENSBTAG00000059515"
"ENSBTAG00000059546",60.6557247165343,0.713419592635216,0.455460028391051,1.56637146657068,0.117261678856672,0.193207093467877,"ENSBTAG00000059546"
"ENSBTAG00000059548",12.5312602374899,0.593019175783785,0.782556171868746,0.757797583229908,0.448572169410733,0.561565732846344,"ENSBTAG00000059548"
"ENSBTAG00000059574",5946.93491746903,0.180924880002952,0.107393752531601,1.68468719770002,0.092048937803274,0.157289198633663,"ZNF664"
"ENSBTAG00000059576",21.0499932131965,1.34529353207111,0.659842680777205,2.03880950908864,0.0414690429077844,0.0803337843789795,"ENSBTAG00000059576"
"ENSBTAG00000059601",32.1424583022793,-0.530812959406617,0.70873451739291,-0.748958808100979,0.453882033256745,0.566668105596724,"ENSBTAG00000059601"
"ENSBTAG00000059618",33.9113988001997,0.150693379128722,0.559148904004676,0.269504917293841,0.787541158708658,0.848638275143426,"ENSBTAG00000059618"
"ENSBTAG00000059645",15.669602349586,-2.16865657974357,0.77248624794323,-2.80737241021144,0.00499474617070999,0.0126761135982682,"ENSBTAG00000059645"
"ENSBTAG00000059646",117.2766906629,-1.68206877456871,0.385283386158248,-4.365796281384,1.26660487395453e-05,5.76709453247382e-05,"ENSBTAG00000059646"
"ENSBTAG00000059651",31.930654854026,0.339828120480986,0.677904088891713,0.501292330359833,0.616165402216264,0.711384869325975,"ENSBTAG00000059651"
"ENSBTAG00000059675",27.8408375275935,-2.24485117958138,1.00355512254967,-2.23689873046339,0.0252929595607328,0.0523608636520434,"H2BC11"
"ENSBTAG00000059680",367.991513803441,0.0146814939784507,0.178986881232376,0.0820255310186111,0.934626411044511,0.955126917510967,"ENSBTAG00000059680"
"ENSBTAG00000059712",44.7794008517614,0.101762121729624,0.517062795310993,0.196808052430881,0.843977749433196,0.889265047512603,"ENSBTAG00000059712"
"ENSBTAG00000059729",19.0500423509006,0.70137599550881,0.585399298267674,1.19811553854666,0.230872040415464,0.3347485510204,"ENSBTAG00000059729"
"ENSBTAG00000059762",13.2116515096103,0.84860241517199,0.864819864041262,0.981247599016183,0.326470656582972,0.439635079993238,"ENSBTAG00000059762"
"ENSBTAG00000059799",91.7599387111224,0.146046768520065,0.274843476795412,0.531381607535039,0.595154364255333,0.694557630380611,"ENSBTAG00000059799"
"ENSBTAG00000059878",181.740854656011,2.90152333818078,0.436654699685377,6.64489204002938,3.03439406121638e-11,3.72687348413599e-10,"ENSBTAG00000059878"
"ENSBTAG00000059887",13.9752697281142,1.07855000249367,0.70709545367709,1.52532447618623,0.127178185760825,0.206421361796654,"ENSBTAG00000059887"
"ENSBTAG00000059912",72.8661475248678,0.840023571938322,0.422232953519761,1.98947894742898,0.046648363273335,0.0888793395736674,"B3GNT8"
